SoutheastAsian,0.0,0.006564551422319475,0.006564551422319475,0.015317286652078774,0.0350109409190372,0.03282275711159737,0.06783369803063458,0.05689277899343545,0.06345733041575492,0.06564551422319474,0.11597374179431072,0.07658643326039387,0.07658643326039387,0.07221006564551423,0.06345733041575492,0.045951859956236324,0.05689277899343545,0.045951859956236324,0.019693654266958426,0.0350109409190372,0.010940919037199124,0.010940919037199124,0.010940919037199124,0.00437636761487965
EasternEuropean,0.0,0.0026246719160104987,0.02099737532808399,0.023622047244094488,0.06299212598425197,0.06036745406824147,0.13910761154855644,0.13123359580052493,0.13385826771653545,0.10236220472440945,0.09186351706036745,0.07086614173228346,0.05249343832020997,0.031496062992125984,0.028871391076115485,0.01837270341207349,0.010498687664041995,0.007874015748031496,0.0026246719160104987,0.0026246719160104987,0.0,0.0,0.0,0.0
LatinAmerican,0.0,0.0023997257456290708,0.016112444292080905,0.030853616729516628,0.03428179636612959,0.0654782310593075,0.07987658553308194,0.08776139869729174,0.10353102502571135,0.09804593760713061,0.11998628728145355,0.08707576276996914,0.08124785738772712,0.07199177236887212,0.04216660953033939,0.026396983201919782,0.01816935207404868,0.01405553651011313,0.007884813164209805,0.005827905382242029,0.002742543709290367,0.0017140898183064792,0.0010284538909838875,3.4281796366129587E-4
NorthAmerican,0.0,0.006285521626047587,0.021144398420190735,0.043637414507272904,0.07164531355360755,0.10367498314227916,0.12077352856179559,0.12785377131297562,0.12125517772854252,0.09808785280801464,0.07923128792987189,0.0580628070513438,0.044504383007417395,0.03359502938059917,0.02403429342067238,0.017098545419516425,0.011800404585300068,0.006743088334457181,0.003805028417300838,0.002841730083806955,0.0017821019169636837,7.947211251324535E-4,3.3715441672285906E-4,4.334842500722474E-4
NorthernEuropean,0.0,0.004,0.016,0.088,0.152,0.152,0.14,0.108,0.08,0.072,0.064,0.04,0.024,0.008,0.016,0.016,0.008,0.008,0.004,0.0,0.0,0.0,0.0,0.0
WesternEuropean,0.0,0.008273787138021812,0.021436630312147424,0.04400150432493419,0.08236179014667168,0.1086874764949229,0.12523505077096653,0.12109815720195562,0.10154193305754043,0.09251598345242572,0.06844678450545318,0.06355772846934937,0.043249341857841295,0.03159082361790147,0.026325686348251224,0.01993230537796164,0.012034599473486273,0.010154193305754042,0.006393380970289583,0.006769462203836028,0.00188040616773223,0.0022564874012786762,0.0011282437006393381,7.52162467092892E-4
EastAsian,0.0,0.011146496815286623,0.018710191082802547,0.03901273885350318,0.054538216560509556,0.0660828025477707,0.07603503184713375,0.10668789808917198,0.11106687898089172,0.09872611464968153,0.10111464968152867,0.07523885350318471,0.056130573248407645,0.0517515923566879,0.0481687898089172,0.02786624203821656,0.023487261146496817,0.02109872611464968,0.006767515923566879,0.003980891719745223,7.961783439490446E-4,3.980891719745223E-4,3.980891719745223E-4,0.0
SouthernEuropean,0.0,0.004545454545454545,0.01818181818181818,0.02583732057416268,0.05215311004784689,0.07368421052631578,0.09090909090909091,0.10478468899521531,0.11818181818181818,0.11698564593301436,0.10191387559808612,0.08014354066985646,0.057177033492822965,0.05143540669856459,0.034210526315789476,0.027033492822966507,0.01722488038277512,0.011004784688995215,0.004784688995215311,0.004066985645933014,0.0035885167464114833,7.177033492822966E-4,4.784688995215311E-4,2.3923444976076556E-4
SouthAsian,0.0,0.011272141706924315,0.014492753623188406,0.033816425120772944,0.04508856682769726,0.05475040257648953,0.08051529790660225,0.05958132045088567,0.08856682769726248,0.061191626409017714,0.07085346215780998,0.08373590982286634,0.05958132045088567,0.07568438003220612,0.07085346215780998,0.06280193236714976,0.037037037037037035,0.024154589371980676,0.033816425120772944,0.014492753623188406,0.00644122383252818,0.00322061191626409,0.001610305958132045,0.004830917874396135
African,0.0,0.002840909090909091,0.014204545454545454,0.017045454545454544,0.02556818181818182,0.056818181818181816,0.06818181818181818,0.06818181818181818,0.09659090909090909,0.08806818181818182,0.08522727272727272,0.09659090909090909,0.08522727272727272,0.06534090909090909,0.06818181818181818,0.036931818181818184,0.05965909090909091,0.011363636363636364,0.011363636363636364,0.017045454545454544,0.008522727272727272,0.002840909090909091,0.002840909090909091,0.008522727272727272
MiddleEastern,0.0,0.006201550387596899,0.013953488372093023,0.046511627906976744,0.07286821705426356,0.08062015503875969,0.08992248062015504,0.11162790697674418,0.13798449612403102,0.11317829457364341,0.08837209302325581,0.06821705426356589,0.05116279069767442,0.03565891472868217,0.018604651162790697,0.020155038759689922,0.010852713178294573,0.015503875968992248,0.006201550387596899,0.004651162790697674,0.0015503875968992248,0.004651162790697674,0.0,0.0
